id,date,time,na,na1,time_fraction,arrive
426,2019/04/22,10:27,10.45,0.4354166667,0.4354166667,1
427,2019/04/22,10:28,10.47,0.4361111111,0.4361111111,1
428,2019/04/22,10:28,10.47,0.4361111111,0.4361111111,1
429,2019/04/22,10:28,10.47,0.4361111111,0.4361111111,1
430,2019/04/22,10:29,10.48,0.4368055556,0.4368055556,1
431,2019/04/22,10:30,10.50,0.4375,0.4375,0
432,2019/04/22,10:30,10.50,0.4375,0.4375,1
433,2019/04/22,10:30,10.50,0.4375,0.4375,1
434,2019/04/22,10:31,10.52,0.4381944444,0.4381944444,1
435,2019/04/22,10:32,10.53,0.4388888889,0.4388888889,1
436,2019/04/22,10:33,10.55,0.4395833333,0.4395833333,1
437,2019/04/22,10:34,10.57,0.4402777778,0.4402777778,1
438,2019/04/22,10:34,10.57,0.4402777778,0.4402777778,1
439,2019/04/22,10:34,10.57,0.4402777778,0.4402777778,1
440,2019/04/22,10:38,10.63,0.4430555556,0.4430555556,1
441,2019/04/22,10:38,10.63,0.4430555556,0.4430555556,1
442,2019/04/22,10:41,10.68,0.4451388889,0.4451388889,1
443,2019/04/22,10:41,10.68,0.4451388889,0.4451388889,0
444,2019/04/22,10:41,10.68,0.4451388889,0.4451388889,1
445,2019/04/22,10:42,10.70,0.4458333333,0.4458333333,1
446,2019/04/22,10:43,10.72,0.4465277778,0.4465277778,1
447,2019/04/22,10:43,10.72,0.4465277778,0.4465277778,1
448,2019/04/22,10:43,10.72,0.4465277778,0.4465277778,1
449,2019/04/22,10:44,10.73,0.4472222222,0.4472222222,1
450,2019/04/22,10:44,10.73,0.4472222222,0.4472222222,1
451,2019/04/22,10:45,10.75,0.4479166667,0.4479166667,1
452,2019/04/22,10:45,10.75,0.4479166667,0.4479166667,1
453,2019/04/22,10:45,10.75,0.4479166667,0.4479166667,1
454,2019/04/22,10:45,10.75,0.4479166667,0.4479166667,1
455,2019/04/22,10:46,10.77,0.4486111111,0.4486111111,1
456,2019/04/22,10:46,10.77,0.4486111111,0.4486111111,1
457,2019/04/22,10:47,10.78,0.4493055556,0.4493055556,1
458,2019/04/22,10:47,10.78,0.4493055556,0.4493055556,1
459,2019/04/22,10:48,10.80,0.45,0.45,1
460,2019/04/22,10:48,10.80,0.45,0.45,1
461,2019/04/22,10:49,10.82,0.4506944444,0.4506944444,1
462,2019/04/22,10:49,10.82,0.4506944444,0.4506944444,1
463,2019/04/22,10:50,10.83,0.4513888889,0.4513888889,1
464,2019/04/22,10:50,10.83,0.4513888889,0.4513888889,0
465,2019/04/22,10:52,10.87,0.4527777778,0.4527777778,1
466,2019/04/22,10:52,10.87,0.4527777778,0.4527777778,1
467,2019/04/22,10:53,10.88,0.4534722222,0.4534722222,1
468,2019/04/22,10:53,10.88,0.4534722222,0.4534722222,1
469,2019/04/22,10:55,10.92,0.4548611111,0.4548611111,1
470,2019/04/22,10:55,10.92,0.4548611111,0.4548611111,1
471,2019/04/22,10:55,10.92,0.4548611111,0.4548611111,1
472,2019/04/22,10:55,10.92,0.4548611111,0.4548611111,1
473,2019/04/22,10:56,10.93,0.4555555556,0.4555555556,1
474,2019/04/22,10:56,10.93,0.4555555556,0.4555555556,1
475,2019/04/22,10:56,10.93,0.4555555556,0.4555555556,1
476,2019/04/22,10:57,10.95,0.45625,0.45625,1
477,2019/04/22,10:58,10.97,0.4569444444,0.4569444444,1
478,2019/04/22,10:58,10.97,0.4569444444,0.4569444444,1
479,2019/04/22,10:58,10.97,0.4569444444,0.4569444444,1
480,2019/04/22,10:59,10.98,0.4576388889,0.4576388889,1
481,2019/04/22,10:59,10.98,0.4576388889,0.4576388889,1
482,2019/04/22,10:59,10.98,0.4576388889,0.4576388889,0
483,2019/04/22,11:00,11.00,0.4583333333,0.4583333333,1
484,2019/04/22,11:01,11.02,0.4590277778,0.4590277778,1
485,2019/04/22,11:01,11.02,0.4590277778,0.4590277778,1
486,2019/04/22,11:02,11.03,0.4597222222,0.4597222222,1
487,2019/04/22,11:03,11.05,0.4604166667,0.4604166667,1
488,2019/04/22,11:03,11.05,0.4604166667,0.4604166667,1
489,2019/04/22,11:04,11.07,0.4611111111,0.4611111111,1
490,2019/04/22,11:04,11.07,0.4611111111,0.4611111111,1
491,2019/04/22,11:04,11.07,0.4611111111,0.4611111111,1
492,2019/04/22,11:05,11.08,0.4618055556,0.4618055556,1
493,2019/04/22,11:06,11.10,0.4625,0.4625,1
494,2019/04/22,11:06,11.10,0.4625,0.4625,1
495,2019/04/22,11:07,11.12,0.4631944444,0.4631944444,1
496,2019/04/22,11:07,11.12,0.4631944444,0.4631944444,0
497,2019/04/22,11:08,11.13,0.4638888889,0.4638888889,0
498,2019/04/22,11:10,11.17,0.4652777778,0.4652777778,0
499,2019/04/22,11:10,11.17,0.4652777778,0.4652777778,0
500,2019/04/22,11:10,11.17,0.4652777778,0.4652777778,0
501,2019/04/22,11:10,11.17,0.4652777778,0.4652777778,0
502,2019/04/22,11:10,11.17,0.4652777778,0.4652777778,0
503,2019/04/22,11:11,11.18,0.4659722222,0.4659722222,0
504,2019/04/22,11:11,11.18,0.4659722222,0.4659722222,0
505,2019/04/22,11:11,11.18,0.4659722222,0.4659722222,1
506,2019/04/22,11:12,11.20,0.4666666667,0.4666666667,1
507,2019/04/22,11:12,11.20,0.4666666667,0.4666666667,1
508,2019/04/22,11:13,11.22,0.4673611111,0.4673611111,1
509,2019/04/22,11:14,11.23,0.4680555556,0.4680555556,1
510,2019/04/22,11:14,11.23,0.4680555556,0.4680555556,1
511,2019/04/22,11:15,11.25,0.46875,0.46875,1
512,2019/04/22,11:15,11.25,0.46875,0.46875,1
513,2019/04/22,11:15,11.25,0.46875,0.46875,1
514,2019/04/22,11:15,11.25,0.46875,0.46875,1
515,2019/04/22,11:16,11.27,0.4694444444,0.4694444444,1
516,2019/04/22,11:16,11.27,0.4694444444,0.4694444444,1
517,2019/04/22,11:17,11.28,0.4701388889,0.4701388889,1
518,2019/04/22,11:17,11.28,0.4701388889,0.4701388889,1
519,2019/04/22,11:17,11.28,0.4701388889,0.4701388889,1
520,2019/04/22,11:18,11.30,0.4708333333,0.4708333333,1
521,2019/04/22,11:19,11.32,0.4715277778,0.4715277778,1
522,2019/04/22,11:19,11.32,0.4715277778,0.4715277778,1
523,2019/04/22,11:19,11.32,0.4715277778,0.4715277778,1
524,2019/04/22,11:19,11.32,0.4715277778,0.4715277778,1
525,2019/04/22,11:21,11.35,0.4729166667,0.4729166667,0
526,2019/04/22,11:22,11.37,0.4736111111,0.4736111111,0
527,2019/04/22,11:22,11.37,0.4736111111,0.4736111111,0
528,2019/04/22,11:22,11.37,0.4736111111,0.4736111111,0
529,2019/04/22,11:22,11.37,0.4736111111,0.4736111111,0
530,2019/04/22,11:23,11.38,0.4743055556,0.4743055556,0
531,2019/04/22,11:24,11.40,0.475,0.475,0
532,2019/04/22,11:26,11.43,0.4763888889,0.4763888889,0
533,2019/04/22,11:26,11.43,0.4763888889,0.4763888889,0
534,2019/04/22,11:26,11.43,0.4763888889,0.4763888889,0
535,2019/04/22,11:27,11.45,0.4770833333,0.4770833333,0
536,2019/04/22,11:27,11.45,0.4770833333,0.4770833333,0
537,2019/04/22,11:28,11.47,0.4777777778,0.4777777778,0
538,2019/04/22,11:28,11.47,0.4777777778,0.4777777778,0
539,2019/04/22,11:30,11.50,0.4791666667,0.4791666667,0
540,2019/04/22,11:31,11.52,0.4798611111,0.4798611111,0
541,2019/04/22,11:31,11.52,0.4798611111,0.4798611111,0
542,2019/04/22,11:33,11.55,0.48125,0.48125,0
543,2019/04/22,11:33,11.55,0.48125,0.48125,0
544,2019/04/22,11:34,11.57,0.4819444444,0.4819444444,0
545,2019/04/22,11:35,11.58,0.4826388889,0.4826388889,0
546,2019/04/22,11:36,11.60,0.4833333333,0.4833333333,0
547,2019/04/22,11:36,11.60,0.4833333333,0.4833333333,0
548,2019/04/22,11:37,11.62,0.4840277778,0.4840277778,0
549,2019/04/22,11:37,11.62,0.4840277778,0.4840277778,0
550,2019/04/22,11:37,11.62,0.4840277778,0.4840277778,0
551,2019/04/22,11:38,11.63,0.4847222222,0.4847222222,0
552,2019/04/22,11:39,11.65,0.4854166667,0.4854166667,0
553,2019/04/22,11:39,11.65,0.4854166667,0.4854166667,0
554,2019/04/22,11:39,11.65,0.4854166667,0.4854166667,0
555,2019/04/22,11:39,11.65,0.4854166667,0.4854166667,0
556,2019/04/22,11:40,11.67,0.4861111111,0.4861111111,0
557,2019/04/22,11:40,11.67,0.4861111111,0.4861111111,0
558,2019/04/22,11:41,11.68,0.4868055556,0.4868055556,0
559,2019/04/22,11:41,11.68,0.4868055556,0.4868055556,0
560,2019/04/22,11:42,11.70,0.4875,0.4875,0
561,2019/04/22,11:42,11.70,0.4875,0.4875,0
562,2019/04/22,11:42,11.70,0.4875,0.4875,0
563,2019/04/22,11:45,11.75,0.4895833333,0.4895833333,0
564,2019/04/22,11:45,11.75,0.4895833333,0.4895833333,0
565,2019/04/22,11:46,11.77,0.4902777778,0.4902777778,0
566,2019/04/22,11:46,11.77,0.4902777778,0.4902777778,0
567,2019/04/22,11:47,11.78,0.4909722222,0.4909722222,0
568,2019/04/22,11:48,11.80,0.4916666667,0.4916666667,0
569,2019/04/22,11:48,11.80,0.4916666667,0.4916666667,0
570,2019/04/22,11:49,11.82,0.4923611111,0.4923611111,0
571,2019/04/22,11:50,11.83,0.4930555556,0.4930555556,0
572,2019/04/22,11:50,11.83,0.4930555556,0.4930555556,0
573,2019/04/22,11:50,11.83,0.4930555556,0.4930555556,0
574,2019/04/22,11:51,11.85,0.49375,0.49375,0
575,2019/04/22,11:52,11.87,0.4944444444,0.4944444444,0
576,2019/04/22,11:52,11.87,0.4944444444,0.4944444444,0
577,2019/04/22,11:53,11.88,0.4951388889,0.4951388889,0
578,2019/04/22,11:54,11.90,0.4958333333,0.4958333333,0
579,2019/04/22,11:54,11.90,0.4958333333,0.4958333333,0
580,2019/04/22,11:54,11.90,0.4958333333,0.4958333333,0
581,2019/04/22,11:55,11.92,0.4965277778,0.4965277778,0
582,2019/04/22,11:56,11.93,0.4972222222,0.4972222222,0
583,2019/04/22,11:56,11.93,0.4972222222,0.4972222222,0
584,2019/04/22,11:56,11.93,0.4972222222,0.4972222222,0
585,2019/04/22,11:56,11.93,0.4972222222,0.4972222222,0
586,2019/04/22,11:56,11.93,0.4972222222,0.4972222222,0
587,2019/04/22,11:56,11.93,0.4972222222,0.4972222222,0
588,2019/04/22,11:57,11.95,0.4979166667,0.4979166667,0
589,2019/04/22,11:58,11.97,0.4986111111,0.4986111111,0
590,2019/04/22,11:58,11.97,0.4986111111,0.4986111111,0
591,2019/04/22,11:59,11.98,0.4993055556,0.4993055556,0
592,2019/04/22,11:59,11.98,0.4993055556,0.4993055556,0
593,2019/04/22,12:00,12.00,0.5,0.5,0
594,2019/04/22,12:00,12.00,0.5,0.5,0
595,2019/04/22,12:01,12.02,0.5006944444,0.5006944444,0
596,2019/04/22,12:01,12.02,0.5006944444,0.5006944444,0
597,2019/04/22,12:01,12.02,0.5006944444,0.5006944444,0
598,2019/04/22,12:02,12.03,0.5013888889,0.5013888889,0
599,2019/04/22,12:02,12.03,0.5013888889,0.5013888889,0
600,2019/04/22,12:04,12.07,0.5027777778,0.5027777778,0
601,2019/04/22,12:06,12.10,0.5041666667,0.5041666667,0
602,2019/04/22,12:07,12.12,0.5048611111,0.5048611111,0
603,2019/04/22,12:07,12.12,0.5048611111,0.5048611111,0
604,2019/04/22,12:07,12.12,0.5048611111,0.5048611111,0
605,2019/04/22,12:08,12.13,0.5055555556,0.5055555556,0
606,2019/04/22,12:08,12.13,0.5055555556,0.5055555556,0
607,2019/04/22,12:08,12.13,0.5055555556,0.5055555556,0
608,2019/04/22,12:09,12.15,0.50625,0.50625,0
609,2019/04/22,12:09,12.15,0.50625,0.50625,0
610,2019/04/22,12:10,12.17,0.5069444444,0.5069444444,0
611,2019/04/22,12:11,12.18,0.5076388889,0.5076388889,1
612,2019/04/22,12:11,12.18,0.5076388889,0.5076388889,0
613,2019/04/22,12:11,12.18,0.5076388889,0.5076388889,1
614,2019/04/22,12:11,12.18,0.5076388889,0.5076388889,0
615,2019/04/22,12:11,12.18,0.5076388889,0.5076388889,0
616,2019/04/22,12:12,12.20,0.5083333333,0.5083333333,0
617,2019/04/22,12:12,12.20,0.5083333333,0.5083333333,0
618,2019/04/22,12:12,12.20,0.5083333333,0.5083333333,0
619,2019/04/22,12:13,12.22,0.5090277778,0.5090277778,1
620,2019/04/22,12:13,12.22,0.5090277778,0.5090277778,0
621,2019/04/22,12:13,12.22,0.5090277778,0.5090277778,0
622,2019/04/22,12:14,12.23,0.5097222222,0.5097222222,0
623,2019/04/22,12:14,12.23,0.5097222222,0.5097222222,0
624,2019/04/22,12:15,12.25,0.5104166667,0.5104166667,1
625,2019/04/22,12:15,12.25,0.5104166667,0.5104166667,0
626,2019/04/22,12:17,12.28,0.5118055556,0.5118055556,0
627,2019/04/22,12:17,12.28,0.5118055556,0.5118055556,0
628,2019/04/22,12:17,12.28,0.5118055556,0.5118055556,1
629,2019/04/22,12:18,12.30,0.5125,0.5125,0
630,2019/04/22,12:18,12.30,0.5125,0.5125,0
631,2019/04/22,12:19,12.32,0.5131944444,0.5131944444,0
632,2019/04/22,12:19,12.32,0.5131944444,0.5131944444,1
633,2019/04/22,12:19,12.32,0.5131944444,0.5131944444,0
634,2019/04/22,12:20,12.33,0.5138888889,0.5138888889,0
635,2019/04/22,12:20,12.33,0.5138888889,0.5138888889,0
636,2019/04/22,12:20,12.33,0.5138888889,0.5138888889,1
637,2019/04/22,12:21,12.35,0.5145833333,0.5145833333,0
638,2019/04/22,12:22,12.37,0.5152777778,0.5152777778,0
639,2019/04/22,12:23,12.38,0.5159722222,0.5159722222,0
640,2019/04/22,12:23,12.38,0.5159722222,0.5159722222,0
641,2019/04/22,12:23,12.38,0.5159722222,0.5159722222,1
642,2019/04/22,12:23,12.38,0.5159722222,0.5159722222,0
643,2019/04/22,12:24,12.40,0.5166666667,0.5166666667,0
644,2019/04/22,12:24,12.40,0.5166666667,0.5166666667,0
645,2019/04/22,12:24,12.40,0.5166666667,0.5166666667,1
646,2019/04/22,12:25,12.42,0.5173611111,0.5173611111,0
647,2019/04/22,12:26,12.43,0.5180555556,0.5180555556,0
648,2019/04/22,12:28,12.47,0.5194444444,0.5194444444,0
649,2019/04/22,12:28,12.47,0.5194444444,0.5194444444,1
650,2019/04/22,12:29,12.48,0.5201388889,0.5201388889,0
651,2019/04/22,12:29,12.48,0.5201388889,0.5201388889,0
652,2019/04/22,12:31,12.52,0.5215277778,0.5215277778,1
653,2019/04/22,12:31,12.52,0.5215277778,0.5215277778,1
654,2019/04/22,12:31,12.52,0.5215277778,0.5215277778,1
655,2019/04/22,12:31,12.52,0.5215277778,0.5215277778,1
656,2019/04/22,12:32,12.53,0.5222222222,0.5222222222,1
657,2019/04/22,12:33,12.55,0.5229166667,0.5229166667,0
658,2019/04/22,12:33,12.55,0.5229166667,0.5229166667,1
659,2019/04/22,12:33,12.55,0.5229166667,0.5229166667,1
660,2019/04/22,12:35,12.58,0.5243055556,0.5243055556,1
661,2019/04/22,12:36,12.60,0.525,0.525,1
662,2019/04/22,12:36,12.60,0.525,0.525,0
663,2019/04/22,12:37,12.62,0.5256944444,0.5256944444,1
664,2019/04/22,12:38,12.63,0.5263888889,0.5263888889,1
665,2019/04/22,12:39,12.65,0.5270833333,0.5270833333,1
666,2019/04/22,12:39,12.65,0.5270833333,0.5270833333,1
667,2019/04/22,12:39,12.65,0.5270833333,0.5270833333,1
668,2019/04/22,12:41,12.68,0.5284722222,0.5284722222,0
669,2019/04/22,12:41,12.68,0.5284722222,0.5284722222,1
670,2019/04/22,12:43,12.72,0.5298611111,0.5298611111,1
671,2019/04/22,12:43,12.72,0.5298611111,0.5298611111,1
672,2019/04/22,12:44,12.73,0.5305555556,0.5305555556,1
673,2019/04/22,12:44,12.73,0.5305555556,0.5305555556,1
674,2019/04/22,12:44,12.73,0.5305555556,0.5305555556,0
675,2019/04/22,12:44,12.73,0.5305555556,0.5305555556,1
676,2019/04/22,12:45,12.75,0.53125,0.53125,1
677,2019/04/22,12:45,12.75,0.53125,0.53125,0
678,2019/04/22,12:46,12.77,0.5319444444,0.5319444444,0
679,2019/04/22,12:46,12.77,0.5319444444,0.5319444444,1
680,2019/04/22,12:47,12.78,0.5326388889,0.5326388889,1
681,2019/04/22,12:50,12.83,0.5347222222,0.5347222222,1
682,2019/04/22,12:50,12.83,0.5347222222,0.5347222222,1
683,2019/04/22,12:50,12.83,0.5347222222,0.5347222222,1
684,2019/04/22,12:50,12.83,0.5347222222,0.5347222222,1
685,2019/04/22,12:52,12.87,0.5361111111,0.5361111111,1
686,2019/04/22,12:52,12.87,0.5361111111,0.5361111111,1
687,2019/04/22,12:53,12.88,0.5368055556,0.5368055556,0
688,2019/04/22,12:53,12.88,0.5368055556,0.5368055556,1
689,2019/04/22,12:53,12.88,0.5368055556,0.5368055556,1
690,2019/04/22,12:54,12.90,0.5375,0.5375,1
691,2019/04/22,12:55,12.92,0.5381944444,0.5381944444,0
692,2019/04/22,12:55,12.92,0.5381944444,0.5381944444,1
693,2019/04/22,12:55,12.92,0.5381944444,0.5381944444,1
694,2019/04/22,12:56,12.93,0.5388888889,0.5388888889,0
695,2019/04/22,12:56,12.93,0.5388888889,0.5388888889,1
696,2019/04/22,13:00,13.00,0.5416666667,0.5416666667,1
697,2019/04/22,13:00,13.00,0.5416666667,0.5416666667,1
698,2019/04/22,13:00,13.00,0.5416666667,0.5416666667,0
699,2019/04/22,13:03,13.05,0.54375,0.54375,0
700,2019/04/22,13:05,13.08,0.5451388889,0.5451388889,0
701,2019/04/22,13:06,13.10,0.5458333333,0.5458333333,0
702,2019/04/22,13:06,13.10,0.5458333333,0.5458333333,0
703,2019/04/22,13:07,13.12,0.5465277778,0.5465277778,0
704,2019/04/22,13:07,13.12,0.5465277778,0.5465277778,0
705,2019/04/22,13:08,13.13,0.5472222222,0.5472222222,0
706,2019/04/22,13:08,13.13,0.5472222222,0.5472222222,0
707,2019/04/22,13:08,13.13,0.5472222222,0.5472222222,0
708,2019/04/22,13:09,13.15,0.5479166667,0.5479166667,0
709,2019/04/22,13:09,13.15,0.5479166667,0.5479166667,1
710,2019/04/22,13:09,13.15,0.5479166667,0.5479166667,0
711,2019/04/22,13:09,13.15,0.5479166667,0.5479166667,1
712,2019/04/22,13:09,13.15,0.5479166667,0.5479166667,0
713,2019/04/22,13:09,13.15,0.5479166667,0.5479166667,1
714,2019/04/22,13:10,13.17,0.5486111111,0.5486111111,0
715,2019/04/22,13:12,13.20,0.55,0.55,1
716,2019/04/22,13:12,13.20,0.55,0.55,0
717,2019/04/22,13:12,13.20,0.55,0.55,1
718,2019/04/22,13:12,13.20,0.55,0.55,0
719,2019/04/22,13:13,13.22,0.5506944444,0.5506944444,1
720,2019/04/22,13:14,13.23,0.5513888889,0.5513888889,0
721,2019/04/22,13:14,13.23,0.5513888889,0.5513888889,1
722,2019/04/22,13:15,13.25,0.5520833333,0.5520833333,0
723,2019/04/22,13:15,13.25,0.5520833333,0.5520833333,1
724,2019/04/22,13:16,13.27,0.5527777778,0.5527777778,0
725,2019/04/22,13:16,13.27,0.5527777778,0.5527777778,1
726,2019/04/22,13:17,13.28,0.5534722222,0.5534722222,0
727,2019/04/22,13:18,13.30,0.5541666667,0.5541666667,1
728,2019/04/22,13:20,13.33,0.5555555556,0.5555555556,0
729,2019/04/22,13:21,13.35,0.55625,0.55625,0
730,2019/04/22,13:22,13.37,0.5569444444,0.5569444444,0
731,2019/04/22,13:23,13.38,0.5576388889,0.5576388889,1
732,2019/04/22,13:24,13.40,0.5583333333,0.5583333333,1
733,2019/04/22,13:24,13.40,0.5583333333,0.5583333333,0
734,2019/04/22,13:24,13.40,0.5583333333,0.5583333333,0
735,2019/04/22,13:25,13.42,0.5590277778,0.5590277778,0
736,2019/04/22,13:26,13.43,0.5597222222,0.5597222222,0
737,2019/04/22,13:27,13.45,0.5604166667,0.5604166667,0
738,2019/04/22,13:27,13.45,0.5604166667,0.5604166667,0
739,2019/04/22,13:27,13.45,0.5604166667,0.5604166667,0
740,2019/04/22,13:28,13.47,0.5611111111,0.5611111111,0
741,2019/04/22,13:28,13.47,0.5611111111,0.5611111111,0
742,2019/04/22,13:29,13.48,0.5618055556,0.5618055556,0
743,2019/04/22,13:31,13.52,0.5631944444,0.5631944444,0
744,2019/04/22,13:32,13.53,0.5638888889,0.5638888889,1
745,2019/04/22,13:32,13.53,0.5638888889,0.5638888889,0
746,2019/04/22,13:32,13.53,0.5638888889,0.5638888889,0
747,2019/04/22,13:32,13.53,0.5638888889,0.5638888889,0
748,2019/04/22,13:32,13.53,0.5638888889,0.5638888889,0
749,2019/04/22,13:32,13.53,0.5638888889,0.5638888889,0
750,2019/04/22,13:33,13.55,0.5645833333,0.5645833333,1
751,2019/04/22,13:34,13.57,0.5652777778,0.5652777778,0
752,2019/04/22,13:34,13.57,0.5652777778,0.5652777778,0
753,2019/04/22,13:35,13.58,0.5659722222,0.5659722222,0
754,2019/04/22,13:36,13.60,0.5666666667,0.5666666667,1
755,2019/04/22,13:36,13.60,0.5666666667,0.5666666667,1
756,2019/04/22,13:36,13.60,0.5666666667,0.5666666667,0
757,2019/04/22,13:37,13.62,0.5673611111,0.5673611111,0
758,2019/04/22,13:37,13.62,0.5673611111,0.5673611111,0
759,2019/04/22,13:38,13.63,0.5680555556,0.5680555556,0
760,2019/04/22,13:38,13.63,0.5680555556,0.5680555556,1
761,2019/04/22,13:39,13.65,0.56875,0.56875,0
762,2019/04/22,13:39,13.65,0.56875,0.56875,0
763,2019/04/22,13:39,13.65,0.56875,0.56875,0
764,2019/04/22,13:40,13.67,0.5694444444,0.5694444444,0
765,2019/04/22,13:40,13.67,0.5694444444,0.5694444444,1
766,2019/04/22,13:40,13.67,0.5694444444,0.5694444444,1
767,2019/04/22,13:41,13.68,0.5701388889,0.5701388889,1
768,2019/04/22,13:41,13.68,0.5701388889,0.5701388889,0
769,2019/04/22,13:41,13.68,0.5701388889,0.5701388889,0
770,2019/04/22,13:43,13.72,0.5715277778,0.5715277778,1
771,2019/04/22,13:43,13.72,0.5715277778,0.5715277778,0
772,2019/04/22,13:44,13.73,0.5722222222,0.5722222222,0
773,2019/04/22,13:44,13.73,0.5722222222,0.5722222222,0
774,2019/04/22,13:45,13.75,0.5729166667,0.5729166667,0
775,2019/04/22,13:45,13.75,0.5729166667,0.5729166667,0
776,2019/04/22,13:46,13.77,0.5736111111,0.5736111111,0
777,2019/04/22,13:47,13.78,0.5743055556,0.5743055556,0
778,2019/04/22,13:47,13.78,0.5743055556,0.5743055556,0
779,2019/04/22,13:47,13.78,0.5743055556,0.5743055556,0
780,2019/04/22,13:49,13.82,0.5756944444,0.5756944444,0
781,2019/04/22,13:50,13.83,0.5763888889,0.5763888889,0
782,2019/04/22,13:52,13.87,0.5777777778,0.5777777778,0
783,2019/04/22,13:53,13.88,0.5784722222,0.5784722222,0
784,2019/04/22,13:53,13.88,0.5784722222,0.5784722222,0
785,2019/04/22,13:54,13.90,0.5791666667,0.5791666667,0
786,2019/04/22,13:55,13.92,0.5798611111,0.5798611111,0
787,2019/04/22,13:57,13.95,0.58125,0.58125,1
788,2019/04/22,13:57,13.95,0.58125,0.58125,0
789,2019/04/22,13:58,13.97,0.5819444444,0.5819444444,0
790,2019/04/22,13:59,13.98,0.5826388889,0.5826388889,0
791,2019/04/22,13:59,13.98,0.5826388889,0.5826388889,0
792,2019/04/22,14:00,14.00,0.5833333333,0.5833333333,0
793,2019/04/22,14:01,14.02,0.5840277778,0.5840277778,0
794,2019/04/22,14:01,14.02,0.5840277778,0.5840277778,0
795,2019/04/22,14:02,14.03,0.5847222222,0.5847222222,0
796,2019/04/22,14:02,14.03,0.5847222222,0.5847222222,0
797,2019/04/22,14:02,14.03,0.5847222222,0.5847222222,0
798,2019/04/22,14:02,14.03,0.5847222222,0.5847222222,1
799,2019/04/22,14:03,14.05,0.5854166667,0.5854166667,0
800,2019/04/22,14:04,14.07,0.5861111111,0.5861111111,0
801,2019/04/22,14:04,14.07,0.5861111111,0.5861111111,1
802,2019/04/22,14:05,14.08,0.5868055556,0.5868055556,1
803,2019/04/22,14:06,14.10,0.5875,0.5875,0
804,2019/04/22,14:06,14.10,0.5875,0.5875,0
805,2019/04/22,14:06,14.10,0.5875,0.5875,0
806,2019/04/22,14:06,14.10,0.5875,0.5875,0
807,2019/04/22,14:07,14.12,0.5881944444,0.5881944444,0
808,2019/04/22,14:07,14.12,0.5881944444,0.5881944444,0
809,2019/04/22,14:07,14.12,0.5881944444,0.5881944444,0
810,2019/04/22,14:08,14.13,0.5888888889,0.5888888889,0
811,2019/04/22,14:08,14.13,0.5888888889,0.5888888889,0
812,2019/04/22,14:09,14.15,0.5895833333,0.5895833333,0
813,2019/04/22,14:09,14.15,0.5895833333,0.5895833333,0
814,2019/04/22,14:09,14.15,0.5895833333,0.5895833333,0
815,2019/04/22,14:10,14.17,0.5902777778,0.5902777778,0
816,2019/04/22,14:10,14.17,0.5902777778,0.5902777778,0
817,2019/04/22,14:10,14.17,0.5902777778,0.5902777778,0
818,2019/04/22,14:11,14.18,0.5909722222,0.5909722222,0
819,2019/04/22,14:11,14.18,0.5909722222,0.5909722222,0
820,2019/04/22,14:12,14.20,0.5916666667,0.5916666667,0
821,2019/04/22,14:12,14.20,0.5916666667,0.5916666667,0
822,2019/04/22,14:13,14.22,0.5923611111,0.5923611111,0
823,2019/04/22,14:13,14.22,0.5923611111,0.5923611111,0
824,2019/04/22,14:14,14.23,0.5930555556,0.5930555556,0
825,2019/04/22,14:15,14.25,0.59375,0.59375,0
826,2019/04/22,14:16,14.27,0.5944444444,0.5944444444,0
827,2019/04/22,14:16,14.27,0.5944444444,0.5944444444,0
828,2019/04/22,14:17,14.28,0.5951388889,0.5951388889,1
829,2019/04/22,14:17,14.28,0.5951388889,0.5951388889,0
830,2019/04/22,14:17,14.28,0.5951388889,0.5951388889,0
831,2019/04/22,14:18,14.30,0.5958333333,0.5958333333,0
832,2019/04/22,14:19,14.32,0.5965277778,0.5965277778,0
833,2019/04/22,14:19,14.32,0.5965277778,0.5965277778,0
834,2019/04/22,14:20,14.33,0.5972222222,0.5972222222,0
835,2019/04/22,14:20,14.33,0.5972222222,0.5972222222,0
836,2019/04/22,14:20,14.33,0.5972222222,0.5972222222,0
837,2019/04/22,14:21,14.35,0.5979166667,0.5979166667,0
838,2019/04/22,14:22,14.37,0.5986111111,0.5986111111,0
839,2019/04/22,14:23,14.38,0.5993055556,0.5993055556,0
840,2019/04/22,14:23,14.38,0.5993055556,0.5993055556,0
841,2019/04/22,14:26,14.43,0.6013888889,0.6013888889,0
842,2019/04/22,14:26,14.43,0.6013888889,0.6013888889,0
843,2019/04/22,14:26,14.43,0.6013888889,0.6013888889,0
844,2019/04/22,14:26,14.43,0.6013888889,0.6013888889,0
845,2019/04/22,14:27,14.45,0.6020833333,0.6020833333,0
846,2019/04/22,14:27,14.45,0.6020833333,0.6020833333,0
847,2019/04/22,14:28,14.47,0.6027777778,0.6027777778,0
848,2019/04/22,14:28,14.47,0.6027777778,0.6027777778,0
849,2019/04/22,14:28,14.47,0.6027777778,0.6027777778,0
850,2019/04/22,14:29,14.48,0.6034722222,0.6034722222,0
851,2019/04/22,14:29,14.48,0.6034722222,0.6034722222,0
852,2019/04/22,14:29,14.48,0.6034722222,0.6034722222,0
853,2019/04/22,14:29,14.48,0.6034722222,0.6034722222,0
854,2019/04/22,14:30,14.50,0.6041666667,0.6041666667,0
